match_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,home_team_score_penalties,away_team_score_penalties,home_team_win,away_team_win,yellow_card,red_card,substitutions
France v Switzerland,T-28,France,FRA,T-72,Switzerland,CHE,0–0,0,0,0,0,0,0,0,0,8,0,5
Brazil v Croatia,T-09,Brazil,BRA,T-17,Croatia,HRV,1–0,1,0,1,-1,0,0,1,0,8,0,8
Spain v Ukraine,T-70,Spain,ESP,T-77,Ukraine,UKR,4–0,4,0,4,-4,0,0,1,0,2,1,6
Saudi Arabia v Tunisia,T-60,Saudi Arabia,SAU,T-75,Tunisia,TUN,2–2,2,2,0,0,0,0,0,0,4,0,6
Germany v Poland,T-29,Germany,DEU,T-55,Poland,POL,1–0,1,0,1,-1,0,0,1,0,8,1,6
Costa Rica v Ecuador,T-16,Costa Rica,CRI,T-24,Ecuador,ECU,0–3,0,3,-3,3,0,0,0,1,5,0,6
England v Trinidad and Tobago,T-27,England,ENG,T-74,Trinidad and Tobago,TTO,2–0,2,0,2,-2,0,0,1,0,6,0,5
Paraguay v Sweden,T-53,Paraguay,PRY,T-71,Sweden,SWE,0–1,0,1,-1,1,0,0,0,1,8,0,6
Argentina v Serbia and Montenegro,T-03,Argentina,ARG,T-64,Serbia and Montenegro,SCG,6–0,6,0,6,-6,0,0,1,0,4,1,6
Ivory Coast v Netherlands,T-40,Ivory Coast,CIV,T-46,Netherlands,NLD,1–2,1,2,-1,1,0,0,0,1,7,0,6
Angola v Mexico,T-02,Angola,AGO,T-44,Mexico,MEX,0–0,0,0,0,0,0,0,0,0,7,1,6
Iran v Portugal,T-36,Iran,IRN,T-56,Portugal,PRT,0–2,0,2,-2,2,0,0,0,1,7,0,6
Czech Republic v Ghana,T-19,Czech Republic,CZE,T-30,Ghana,GHA,0–2,0,2,-2,2,0,0,0,1,7,1,6
Italy v United States,T-39,Italy,ITA,T-79,United States,USA,1–1,1,1,0,0,0,0,0,0,7,3,8
Croatia v Japan,T-17,Croatia,HRV,T-42,Japan,JPN,0–0,0,0,0,0,0,0,0,0,10,0,12
Australia v Brazil,T-04,Australia,AUS,T-09,Brazil,BRA,0–2,0,2,-2,2,0,0,0,1,5,0,6
France v South Korea,T-28,France,FRA,T-68,South Korea,KOR,1–1,1,1,0,0,0,0,0,0,4,0,6
Switzerland v Togo,T-72,Switzerland,CHE,T-73,Togo,TGO,2–0,2,0,2,-2,0,0,1,0,4,0,6
Saudi Arabia v Ukraine,T-60,Saudi Arabia,SAU,T-77,Ukraine,UKR,0–4,0,4,-4,4,0,0,0,1,6,0,6
Spain v Tunisia,T-70,Spain,ESP,T-75,Tunisia,TUN,3–1,3,1,2,-2,0,0,1,0,8,0,6
Costa Rica v Poland,T-16,Costa Rica,CRI,T-55,Poland,POL,1–2,1,2,-1,1,0,0,0,1,10,0,6
Ecuador v Germany,T-24,Ecuador,ECU,T-29,Germany,DEU,0–3,0,3,-3,3,0,0,0,1,2,0,6
Paraguay v Trinidad and Tobago,T-53,Paraguay,PRY,T-74,Trinidad and Tobago,TTO,2–0,2,0,2,-2,0,0,1,0,4,0,6
England v Sweden,T-27,England,ENG,T-71,Sweden,SWE,2–2,2,2,0,0,0,0,0,0,6,0,12
Angola v Iran,T-02,Angola,AGO,T-36,Iran,IRN,1–1,1,1,0,0,0,0,0,0,6,0,6
Mexico v Portugal,T-44,Mexico,MEX,T-56,Portugal,PRT,1–2,1,2,-1,1,0,0,0,1,10,1,6
Ivory Coast v Serbia and Montenegro,T-40,Ivory Coast,CIV,T-64,Serbia and Montenegro,SCG,3–2,3,2,1,-1,0,0,1,0,11,2,4
Argentina v Netherlands,T-03,Argentina,ARG,T-46,Netherlands,NLD,0–0,0,0,0,0,0,0,0,0,18,2,18
Czech Republic v Italy,T-19,Czech Republic,CZE,T-39,Italy,ITA,0–2,0,2,-2,2,0,0,0,1,4,1,6
Ghana v United States,T-30,Ghana,GHA,T-79,United States,USA,2–1,2,1,1,-1,0,0,1,0,7,0,12
Australia v Croatia,T-04,Australia,AUS,T-17,Croatia,HRV,2–2,2,2,0,0,0,0,0,0,11,3,6
Brazil v Japan,T-09,Brazil,BRA,T-42,Japan,JPN,4–1,4,1,3,-3,0,0,1,0,2,0,6
Saudi Arabia v Spain,T-60,Saudi Arabia,SAU,T-70,Spain,ESP,0–1,0,1,-1,1,0,0,0,1,5,0,6
Tunisia v Ukraine,T-75,Tunisia,TUN,T-77,Ukraine,UKR,0–1,0,1,-1,1,0,0,0,1,9,1,6
South Korea v Switzerland,T-68,South Korea,KOR,T-72,Switzerland,CHE,0–2,0,2,-2,2,0,0,0,1,10,0,5
France v Togo,T-28,France,FRA,T-73,Togo,TGO,2–0,2,0,2,-2,0,0,1,0,4,0,5
Germany v Sweden,T-29,Germany,DEU,T-71,Sweden,SWE,2–0,2,0,2,-2,0,0,1,0,11,2,12
Argentina v Mexico,T-03,Argentina,ARG,T-44,Mexico,MEX,2–1,2,1,1,-1,0,0,1,0,7,0,11
Ecuador v England,T-24,Ecuador,ECU,T-27,England,ENG,0–1,0,1,-1,1,0,0,0,1,6,0,5
Netherlands v Portugal,T-46,Netherlands,NLD,T-56,Portugal,PRT,0–1,0,1,-1,1,0,0,0,1,20,4,6
Australia v Italy,T-04,Australia,AUS,T-39,Italy,ITA,0–1,0,1,-1,1,0,0,0,1,6,1,4
Switzerland v Ukraine,T-72,Switzerland,CHE,T-77,Ukraine,UKR,0–0,0,0,0,0,0,3,0,1,1,0,6
Brazil v Ghana,T-09,Brazil,BRA,T-30,Ghana,GHA,3–0,3,0,3,-3,0,0,1,0,9,1,5
France v Spain,T-28,France,FRA,T-70,Spain,ESP,3–1,3,1,2,-2,0,0,1,0,4,0,5
Argentina v Germany,T-03,Argentina,ARG,T-29,Germany,DEU,1–1,1,1,0,0,2,4,0,1,11,0,12
Italy v Ukraine,T-39,Italy,ITA,T-77,Ukraine,UKR,3–0,3,0,3,-3,0,0,1,0,3,0,6
England v Portugal,T-27,England,ENG,T-56,Portugal,PRT,0–0,0,0,0,0,1,3,0,1,4,1,6
Brazil v France,T-09,Brazil,BRA,T-28,France,FRA,0–1,0,1,-1,1,0,0,0,1,13,1,15
Germany v Italy,T-29,Germany,DEU,T-39,Italy,ITA,0–2,0,2,-2,2,0,0,0,1,3,0,6
France v Portugal,T-28,France,FRA,T-56,Portugal,PRT,1–0,1,0,1,-1,0,0,1,0,2,0,6
Germany v Portugal,T-29,Germany,DEU,T-56,Portugal,PRT,3–1,3,1,2,-2,0,0,1,0,6,1,12
France v Italy,T-28,France,FRA,T-39,Italy,ITA,1–1,1,1,0,0,3,5,0,1,15,1,18
Mexico v South Africa,T-44,Mexico,MEX,T-67,South Africa,ZAF,1–1,1,1,0,0,0,0,0,0,4,0,5
France v Uruguay,T-28,France,FRA,T-80,Uruguay,URY,0–0,0,0,0,0,0,0,0,0,12,1,12
Greece v South Korea,T-31,Greece,GRC,T-68,South Korea,KOR,0–2,0,2,-2,2,0,0,0,1,1,0,6
Argentina v Nigeria,T-03,Argentina,ARG,T-48,Nigeria,NGA,1–0,1,0,1,-1,0,0,1,0,8,0,15
England v United States,T-27,England,ENG,T-79,United States,USA,1–1,1,1,0,0,0,0,0,0,6,0,5
Algeria v Slovenia,T-01,Algeria,DZA,T-66,Slovenia,SVN,0–1,0,1,-1,1,0,0,0,1,6,1,6
Ghana v Serbia,T-30,Ghana,GHA,T-63,Serbia,SRB,1–0,1,0,1,-1,0,0,1,0,7,1,6
Australia v Germany,T-04,Australia,AUS,T-29,Germany,DEU,0–4,0,4,-4,4,0,0,0,1,5,1,6
Denmark v Netherlands,T-21,Denmark,DNK,T-46,Netherlands,NLD,0–2,0,2,-2,2,0,0,0,1,3,0,6
Cameroon v Japan,T-11,Cameroon,CMR,T-42,Japan,JPN,0–1,0,1,-1,1,0,0,0,1,2,0,6
Italy v Paraguay,T-39,Italy,ITA,T-53,Paraguay,PRY,1–1,1,1,0,0,0,0,0,0,2,0,6
New Zealand v Slovakia,T-47,New Zealand,NZL,T-65,Slovakia,SVK,1–1,1,1,0,0,0,0,0,0,3,0,5
Ivory Coast v Portugal,T-40,Ivory Coast,CIV,T-56,Portugal,PRT,0–0,0,0,0,0,0,0,0,0,3,0,6
Brazil v North Korea,T-09,Brazil,BRA,T-49,North Korea,PRK,2–1,2,1,1,-1,0,0,1,0,1,0,4
Chile v Honduras,T-13,Chile,CHL,T-33,Honduras,HND,1–0,1,0,1,-1,0,0,1,0,3,0,6
Spain v Switzerland,T-70,Spain,ESP,T-72,Switzerland,CHE,0–1,0,1,-1,1,0,0,0,1,12,0,10
South Africa v Uruguay,T-67,South Africa,ZAF,T-80,Uruguay,URY,0–3,0,3,-3,3,0,0,0,1,2,1,5
Argentina v South Korea,T-03,Argentina,ARG,T-68,South Korea,KOR,4–1,4,1,3,-3,0,0,1,0,7,0,9
Greece v Nigeria,T-31,Greece,GRC,T-48,Nigeria,NGA,2–1,2,1,1,-1,0,0,1,0,8,1,9
France v Mexico,T-28,France,FRA,T-44,Mexico,MEX,0–2,0,2,-2,2,0,0,0,1,6,0,5
Germany v Serbia,T-29,Germany,DEU,T-63,Serbia,SRB,0–1,0,1,-1,1,0,0,0,1,10,1,6
Slovenia v United States,T-66,Slovenia,SVN,T-79,United States,USA,2–2,2,2,0,0,0,0,0,0,5,0,6
Algeria v England,T-01,Algeria,DZA,T-27,England,ENG,0–0,0,0,0,0,0,0,0,0,2,0,6
Japan v Netherlands,T-42,Japan,JPN,T-46,Netherlands,NLD,0–1,0,1,-1,1,0,0,0,1,1,0,6
Australia v Ghana,T-04,Australia,AUS,T-30,Ghana,GHA,1–1,1,1,0,0,0,0,0,0,4,1,6
Cameroon v Denmark,T-11,Cameroon,CMR,T-21,Denmark,DNK,1–2,1,2,-1,1,0,0,0,1,4,0,6
Paraguay v Slovakia,T-53,Paraguay,PRY,T-65,Slovakia,SVK,2–0,2,0,2,-2,0,0,1,0,4,0,5
Italy v New Zealand,T-39,Italy,ITA,T-47,New Zealand,NZL,1–1,1,1,0,0,0,0,0,0,3,0,6
Brazil v Ivory Coast,T-09,Brazil,BRA,T-40,Ivory Coast,CIV,3–1,3,1,2,-2,0,0,1,0,6,1,5
North Korea v Portugal,T-49,North Korea,PRK,T-56,Portugal,PRT,0–7,0,7,-7,7,0,0,0,1,4,0,6
Chile v Switzerland,T-13,Chile,CHL,T-72,Switzerland,CHE,1–0,1,0,1,-1,0,0,1,0,9,1,6
Honduras v Spain,T-33,Honduras,HND,T-70,Spain,ESP,0–2,0,2,-2,2,0,0,0,1,2,0,9
France v South Africa,T-28,France,FRA,T-67,South Africa,ZAF,1–2,1,2,-1,1,0,0,0,1,5,1,11
Mexico v Uruguay,T-44,Mexico,MEX,T-80,Uruguay,URY,0–1,0,1,-1,1,0,0,0,1,3,0,5
Argentina v Greece,T-03,Argentina,ARG,T-31,Greece,GRC,2–0,2,0,2,-2,0,0,1,0,2,0,6
Nigeria v South Korea,T-48,Nigeria,NGA,T-68,South Korea,KOR,2–2,2,2,0,0,0,0,0,0,4,0,6
England v Slovenia,T-27,England,ENG,T-66,Slovenia,SVN,1–0,1,0,1,-1,0,0,1,0,4,0,4
Algeria v United States,T-01,Algeria,DZA,T-79,United States,USA,0–1,0,1,-1,1,0,0,0,1,7,1,6
Australia v Serbia,T-04,Australia,AUS,T-63,Serbia,SRB,2–1,2,1,1,-1,0,0,1,0,5,0,6
Germany v Ghana,T-29,Germany,DEU,T-30,Ghana,GHA,1–0,1,0,1,-1,0,0,1,0,2,0,6
New Zealand v Paraguay,T-47,New Zealand,NZL,T-53,Paraguay,PRY,0–0,0,0,0,0,0,0,0,0,3,0,4
Italy v Slovakia,T-39,Italy,ITA,T-65,Slovakia,SVK,2–3,2,3,-1,1,0,0,0,1,8,0,6
Cameroon v Netherlands,T-11,Cameroon,CMR,T-46,Netherlands,NLD,1–2,1,2,-1,1,0,0,0,1,5,0,6
Denmark v Japan,T-21,Denmark,DNK,T-42,Japan,JPN,1–3,1,3,-2,2,0,0,0,1,5,0,6
Ivory Coast v North Korea,T-40,Ivory Coast,CIV,T-49,North Korea,PRK,3–0,3,0,3,-3,0,0,1,0,0,0,4
Brazil v Portugal,T-09,Brazil,BRA,T-56,Portugal,PRT,0–0,0,0,0,0,0,0,0,0,7,0,6
Chile v Spain,T-13,Chile,CHL,T-70,Spain,ESP,1–2,1,2,-1,1,0,0,0,1,5,1,5
Honduras v Switzerland,T-33,Honduras,HND,T-72,Switzerland,CHE,0–0,0,0,0,0,0,0,0,0,5,0,6
South Korea v Uruguay,T-68,South Korea,KOR,T-80,Uruguay,URY,1–2,1,2,-1,1,0,0,0,1,3,0,5
Ghana v United States,T-30,Ghana,GHA,T-79,United States,USA,2–1,2,1,1,-1,0,0,1,0,5,0,6
England v Germany,T-27,England,ENG,T-29,Germany,DEU,1–4,1,4,-3,3,0,0,0,1,2,0,6
Argentina v Mexico,T-03,Argentina,ARG,T-44,Mexico,MEX,3–1,3,1,2,-2,0,0,1,0,7,0,11
Netherlands v Slovakia,T-46,Netherlands,NLD,T-65,Slovakia,SVK,2–1,2,1,1,-1,0,0,1,0,5,0,6
Brazil v Chile,T-09,Brazil,BRA,T-13,Chile,CHL,3–0,3,0,3,-3,0,0,1,0,16,0,17
Japan v Paraguay,T-42,Japan,JPN,T-53,Paraguay,PRY,0–0,0,0,0,0,3,5,0,1,5,0,6
Portugal v Spain,T-56,Portugal,PRT,T-70,Spain,ESP,0–1,0,1,-1,1,0,0,0,1,2,1,6
Brazil v Netherlands,T-09,Brazil,BRA,T-46,Netherlands,NLD,1–2,1,2,-1,1,0,0,0,1,13,2,10
Ghana v Uruguay,T-30,Ghana,GHA,T-80,Uruguay,URY,1–1,1,1,0,0,2,4,0,1,6,1,5
Argentina v Germany,T-03,Argentina,ARG,T-29,Germany,DEU,0–4,0,4,-4,4,0,0,0,1,3,0,5
Paraguay v Spain,T-53,Paraguay,PRY,T-70,Spain,ESP,0–1,0,1,-1,1,0,0,0,1,6,0,6
Netherlands v Uruguay,T-46,Netherlands,NLD,T-80,Uruguay,URY,3–2,3,2,1,-1,0,0,1,0,8,1,5
Germany v Spain,T-29,Germany,DEU,T-70,Spain,ESP,0–1,0,1,-1,1,0,0,0,1,4,0,9
Germany v Uruguay,T-29,Germany,DEU,T-80,Uruguay,URY,3–2,3,2,1,-1,0,0,1,0,4,0,5
Netherlands v Spain,T-46,Netherlands,NLD,T-70,Spain,ESP,0–1,0,1,-1,1,0,0,0,1,15,1,6
Brazil v Croatia,T-09,Brazil,BRA,T-17,Croatia,HRV,3–1,3,1,2,-2,0,0,1,0,8,0,8
Cameroon v Mexico,T-11,Cameroon,CMR,T-44,Mexico,MEX,0–1,0,1,-1,1,0,0,0,1,2,0,5
Netherlands v Spain,T-46,Netherlands,NLD,T-70,Spain,ESP,5–1,5,1,4,-4,0,0,1,0,4,0,6
Australia v Chile,T-04,Australia,AUS,T-13,Chile,CHL,1–3,1,3,-2,2,0,0,0,1,4,0,6
Colombia v Greece,T-15,Colombia,COL,T-31,Greece,GRC,3–0,3,0,3,-3,0,0,1,0,3,0,6
Costa Rica v Uruguay,T-16,Costa Rica,CRI,T-80,Uruguay,URY,3–1,3,1,2,-2,0,0,1,0,3,1,6
England v Italy,T-27,England,ENG,T-39,Italy,ITA,1–2,1,2,-1,1,0,0,0,1,1,0,6
Ivory Coast v Japan,T-40,Ivory Coast,CIV,T-42,Japan,JPN,2–1,2,1,1,-1,0,0,1,0,4,0,6
Ecuador v Switzerland,T-24,Ecuador,ECU,T-72,Switzerland,CHE,1–2,1,2,-1,1,0,0,0,1,2,0,4
France v Honduras,T-28,France,FRA,T-33,Honduras,HND,3–0,3,0,3,-3,0,0,1,0,8,1,6
Argentina v Bosnia and Herzegovina,T-03,Argentina,ARG,T-08,Bosnia and Herzegovina,BIH,2–1,2,1,1,-1,0,0,1,0,2,0,6
Germany v Portugal,T-29,Germany,DEU,T-56,Portugal,PRT,4–0,4,0,4,-4,0,0,1,0,6,1,12
Iran v Nigeria,T-36,Iran,IRN,T-48,Nigeria,NGA,0–0,0,0,0,0,0,0,0,0,1,0,5
Ghana v United States,T-30,Ghana,GHA,T-79,United States,USA,1–2,1,2,-1,1,0,0,0,1,7,0,12
Algeria v Belgium,T-01,Algeria,DZA,T-06,Belgium,BEL,1–2,1,2,-1,1,0,0,0,1,2,0,6
Brazil v Mexico,T-09,Brazil,BRA,T-44,Mexico,MEX,0–0,0,0,0,0,0,0,0,0,10,0,12
Russia v South Korea,T-59,Russia,RUS,T-68,South Korea,KOR,1–1,1,1,0,0,0,0,0,0,4,0,6
Australia v Netherlands,T-04,Australia,AUS,T-46,Netherlands,NLD,2–3,2,3,-1,1,0,0,0,1,2,0,6
Chile v Spain,T-13,Chile,CHL,T-70,Spain,ESP,2–0,2,0,2,-2,0,0,1,0,3,0,6
Cameroon v Croatia,T-11,Cameroon,CMR,T-17,Croatia,HRV,0–4,0,4,-4,4,0,0,0,1,1,1,6
Colombia v Ivory Coast,T-15,Colombia,COL,T-40,Ivory Coast,CIV,2–1,2,1,1,-1,0,0,1,0,2,0,6
England v Uruguay,T-27,England,ENG,T-80,Uruguay,URY,1–2,1,2,-1,1,0,0,0,1,2,0,6
Greece v Japan,T-31,Greece,GRC,T-42,Japan,JPN,0–0,0,0,0,0,0,0,0,0,6,1,5
Costa Rica v Italy,T-16,Costa Rica,CRI,T-39,Italy,ITA,1–0,1,0,1,-1,0,0,1,0,2,0,6
France v Switzerland,T-28,France,FRA,T-72,Switzerland,CHE,5–2,5,2,3,-3,0,0,1,0,1,0,6
Ecuador v Honduras,T-24,Ecuador,ECU,T-33,Honduras,HND,2–1,2,1,1,-1,0,0,1,0,5,0,6
Argentina v Iran,T-03,Argentina,ARG,T-36,Iran,IRN,1–0,1,0,1,-1,0,0,1,0,2,0,6
Germany v Ghana,T-29,Germany,DEU,T-30,Ghana,GHA,2–2,2,2,0,0,0,0,0,0,1,0,6
Bosnia and Herzegovina v Nigeria,T-08,Bosnia and Herzegovina,BIH,T-48,Nigeria,NGA,0–1,0,1,-1,1,0,0,0,1,2,0,5
Belgium v Russia,T-06,Belgium,BEL,T-59,Russia,RUS,1–0,1,0,1,-1,0,0,1,0,8,0,12
Algeria v South Korea,T-01,Algeria,DZA,T-68,South Korea,KOR,4–2,4,2,2,-2,0,0,1,0,3,0,6
Portugal v United States,T-56,Portugal,PRT,T-79,United States,USA,2–2,2,2,0,0,0,0,0,0,4,0,12
Australia v Spain,T-04,Australia,AUS,T-70,Spain,ESP,0–3,0,3,-3,3,0,0,0,1,3,0,6
Chile v Netherlands,T-13,Chile,CHL,T-46,Netherlands,NLD,0–2,0,2,-2,2,0,0,0,1,2,0,6
Brazil v Cameroon,T-09,Brazil,BRA,T-11,Cameroon,CMR,4–1,4,1,3,-3,0,0,1,0,3,0,6
Croatia v Mexico,T-17,Croatia,HRV,T-44,Mexico,MEX,1–3,1,3,-2,2,0,0,0,1,3,2,11
Costa Rica v England,T-16,Costa Rica,CRI,T-27,England,ENG,0–0,0,0,0,0,0,0,0,0,3,0,6
Italy v Uruguay,T-39,Italy,ITA,T-80,Uruguay,URY,0–1,0,1,-1,1,0,0,0,1,9,1,10
Colombia v Japan,T-15,Colombia,COL,T-42,Japan,JPN,4–1,4,1,3,-3,0,0,1,0,2,0,6
Greece v Ivory Coast,T-31,Greece,GRC,T-40,Ivory Coast,CIV,2–1,2,1,1,-1,0,0,1,0,3,0,6
Bosnia and Herzegovina v Iran,T-08,Bosnia and Herzegovina,BIH,T-36,Iran,IRN,3–1,3,1,2,-2,0,0,1,0,2,0,6
Argentina v Nigeria,T-03,Argentina,ARG,T-48,Nigeria,NGA,3–2,3,2,1,-1,0,0,1,0,7,0,11
Honduras v Switzerland,T-33,Honduras,HND,T-72,Switzerland,CHE,0–3,0,3,-3,3,0,0,0,1,1,0,6
Ecuador v France,T-24,Ecuador,ECU,T-28,France,FRA,0–0,0,0,0,0,0,0,0,0,1,1,6
Ghana v Portugal,T-30,Ghana,GHA,T-56,Portugal,PRT,1–2,1,2,-1,1,0,0,0,1,4,0,6
Germany v United States,T-29,Germany,DEU,T-79,United States,USA,1–0,1,0,1,-1,0,0,1,0,3,0,5
Algeria v Russia,T-01,Algeria,DZA,T-59,Russia,RUS,1–1,1,1,0,0,0,0,0,0,4,0,6
Belgium v South Korea,T-06,Belgium,BEL,T-68,South Korea,KOR,1–0,1,0,1,-1,0,0,1,0,2,1,6
Brazil v Chile,T-09,Brazil,BRA,T-13,Chile,CHL,1–1,1,1,0,0,3,2,1,0,16,0,17
Colombia v Uruguay,T-15,Colombia,COL,T-80,Uruguay,URY,2–0,2,0,2,-2,0,0,1,0,2,0,6
Mexico v Netherlands,T-44,Mexico,MEX,T-46,Netherlands,NLD,1–2,1,2,-1,1,0,0,0,1,9,1,11
Costa Rica v Greece,T-16,Costa Rica,CRI,T-31,Greece,GRC,1–1,1,1,0,0,5,3,1,0,8,1,6
France v Nigeria,T-28,France,FRA,T-48,Nigeria,NGA,2–0,2,0,2,-2,0,0,1,0,1,0,4
Algeria v Germany,T-01,Algeria,DZA,T-29,Germany,DEU,1–2,1,2,-1,1,0,0,0,1,2,0,6
Argentina v Switzerland,T-03,Argentina,ARG,T-72,Switzerland,CHE,1–0,1,0,1,-1,0,0,1,0,5,0,6
Belgium v United States,T-06,Belgium,BEL,T-79,United States,USA,2–1,2,1,1,-1,0,0,1,0,2,0,6
France v Germany,T-28,France,FRA,T-29,Germany,DEU,0–1,0,1,-1,1,0,0,0,1,2,0,6
Brazil v Colombia,T-09,Brazil,BRA,T-15,Colombia,COL,2–1,2,1,1,-1,0,0,1,0,4,0,6
Argentina v Belgium,T-03,Argentina,ARG,T-06,Belgium,BEL,1–0,1,0,1,-1,0,0,1,0,7,0,9
Costa Rica v Netherlands,T-16,Costa Rica,CRI,T-46,Netherlands,NLD,0–0,0,0,0,0,3,4,0,1,6,0,6
Brazil v Germany,T-09,Brazil,BRA,T-29,Germany,DEU,1–7,1,7,-6,6,0,0,0,1,1,0,6
Argentina v Netherlands,T-03,Argentina,ARG,T-46,Netherlands,NLD,0–0,0,0,0,0,4,2,1,0,18,2,18
Brazil v Netherlands,T-09,Brazil,BRA,T-46,Netherlands,NLD,0–3,0,3,-3,3,0,0,0,1,11,0,11
Argentina v Germany,T-03,Argentina,ARG,T-29,Germany,DEU,0–1,0,1,-1,1,0,0,0,1,11,0,12
Russia v Saudi Arabia,T-59,Russia,RUS,T-60,Saudi Arabia,SAU,5–0,5,0,5,-5,0,0,1,0,2,0,6
Egypt v Uruguay,T-25,Egypt,EGY,T-80,Uruguay,URY,0–1,0,1,-1,1,0,0,0,1,2,0,6
Iran v Morocco,T-36,Iran,IRN,T-45,Morocco,MAR,1–0,1,0,1,-1,0,0,1,0,4,0,6
Portugal v Spain,T-56,Portugal,PRT,T-70,Spain,ESP,3–3,3,3,0,0,0,0,0,0,2,0,6
Australia v France,T-04,Australia,AUS,T-28,France,FRA,1–2,1,2,-1,1,0,0,0,1,4,0,6
Argentina v Iceland,T-03,Argentina,ARG,T-35,Iceland,ISL,1–1,1,1,0,0,0,0,0,0,0,0,6
Denmark v Peru,T-21,Denmark,DNK,T-54,Peru,PER,1–0,1,0,1,-1,0,0,1,0,3,0,6
Croatia v Nigeria,T-17,Croatia,HRV,T-48,Nigeria,NGA,2–0,2,0,2,-2,0,0,1,0,3,0,6
Costa Rica v Serbia,T-16,Costa Rica,CRI,T-63,Serbia,SRB,0–1,0,1,-1,1,0,0,0,1,4,0,6
Germany v Mexico,T-29,Germany,DEU,T-44,Mexico,MEX,0–1,0,1,-1,1,0,0,0,1,10,0,12
Brazil v Switzerland,T-09,Brazil,BRA,T-72,Switzerland,CHE,1–1,1,1,0,0,0,0,0,0,4,0,6
South Korea v Sweden,T-68,South Korea,KOR,T-71,Sweden,SWE,0–1,0,1,-1,1,0,0,0,1,3,0,6
Belgium v Panama,T-06,Belgium,BEL,T-52,Panama,PAN,3–0,3,0,3,-3,0,0,1,0,8,0,6
England v Tunisia,T-27,England,ENG,T-75,Tunisia,TUN,2–1,2,1,1,-1,0,0,1,0,1,0,6
Colombia v Japan,T-15,Colombia,COL,T-42,Japan,JPN,1–2,1,2,-1,1,0,0,0,1,3,1,6
Poland v Senegal,T-55,Poland,POL,T-62,Senegal,SEN,1–2,1,2,-1,1,0,0,0,1,3,0,6
Egypt v Russia,T-25,Egypt,EGY,T-59,Russia,RUS,1–3,1,3,-2,2,0,0,0,1,2,0,6
Morocco v Portugal,T-45,Morocco,MAR,T-56,Portugal,PRT,0–1,0,1,-1,1,0,0,0,1,3,0,9
Saudi Arabia v Uruguay,T-60,Saudi Arabia,SAU,T-80,Uruguay,URY,0–1,0,1,-1,1,0,0,0,1,0,0,6
Iran v Spain,T-36,Iran,IRN,T-70,Spain,ESP,0–1,0,1,-1,1,0,0,0,1,2,0,6
Australia v Denmark,T-04,Australia,AUS,T-21,Denmark,DNK,1–1,1,1,0,0,0,0,0,0,2,0,5
France v Peru,T-28,France,FRA,T-54,Peru,PER,1–0,1,0,1,-1,0,0,1,0,4,0,6
Argentina v Croatia,T-03,Argentina,ARG,T-17,Croatia,HRV,0–3,0,3,-3,3,0,0,0,1,14,0,11
Brazil v Costa Rica,T-09,Brazil,BRA,T-16,Costa Rica,CRI,2–0,2,0,2,-2,0,0,1,0,7,0,10
Iceland v Nigeria,T-35,Iceland,ISL,T-48,Nigeria,NGA,0–2,0,2,-2,2,0,0,0,1,1,0,6
Serbia v Switzerland,T-63,Serbia,SRB,T-72,Switzerland,CHE,1–2,1,2,-1,1,0,0,0,1,5,0,5
Belgium v Tunisia,T-06,Belgium,BEL,T-75,Tunisia,TUN,5–2,5,2,3,-3,0,0,1,0,1,0,6
Mexico v South Korea,T-44,Mexico,MEX,T-68,South Korea,KOR,2–1,2,1,1,-1,0,0,1,0,7,1,12
Germany v Sweden,T-29,Germany,DEU,T-71,Sweden,SWE,2–1,2,1,1,-1,0,0,1,0,11,2,12
England v Panama,T-27,England,ENG,T-52,Panama,PAN,6–1,6,1,5,-5,0,0,1,0,4,0,6
Japan v Senegal,T-42,Japan,JPN,T-62,Senegal,SEN,2–2,2,2,0,0,0,0,0,0,5,0,6
Colombia v Poland,T-15,Colombia,COL,T-55,Poland,POL,3–0,3,0,3,-3,0,0,1,0,2,0,6
Egypt v Saudi Arabia,T-25,Egypt,EGY,T-60,Saudi Arabia,SAU,1–2,1,2,-1,1,0,0,0,1,2,0,5
Russia v Uruguay,T-59,Russia,RUS,T-80,Uruguay,URY,0–3,0,3,-3,3,0,0,0,1,5,1,6
Morocco v Spain,T-45,Morocco,MAR,T-70,Spain,ESP,2–2,2,2,0,0,0,0,0,0,6,0,6
Iran v Portugal,T-36,Iran,IRN,T-56,Portugal,PRT,1–1,1,1,0,0,0,0,0,0,6,0,6
Australia v Peru,T-04,Australia,AUS,T-54,Peru,PER,0–2,0,2,-2,2,0,0,0,1,6,0,6
Denmark v France,T-21,Denmark,DNK,T-28,France,FRA,0–0,0,0,0,0,0,0,0,0,4,0,12
Croatia v Iceland,T-17,Croatia,HRV,T-35,Iceland,ISL,2–1,2,1,1,-1,0,0,1,0,5,0,6
Argentina v Nigeria,T-03,Argentina,ARG,T-48,Nigeria,NGA,2–1,2,1,1,-1,0,0,1,0,7,0,11
Germany v South Korea,T-29,Germany,DEU,T-68,South Korea,KOR,0–2,0,2,-2,2,0,0,0,1,4,0,6
Mexico v Sweden,T-44,Mexico,MEX,T-71,Sweden,SWE,0–3,0,3,-3,3,0,0,0,1,5,0,6
